order_id,customer_id,order_date,order_amount,category,payment_method,delivery_status
ORD024918,CUST03579,2026-07-24,5289.05,Home & Kitchen,COD,Delivered
ORD024919,CUST03580,2026-06-25,52280.41,Electronics,Credit Card,Delivered
ORD024920,CUST03580,2026-08-17,1517.24,Home & Kitchen,Credit Card,Delivered
ORD024921,CUST03580,2026-08-07,1259.4,Accessories,UPI,Delivered
ORD024922,CUST03580,2026-02-13,1602.9,Footwear,Debit Card,Delivered
ORD024923,CUST03580,2026-03-03,3716.09,Sports,Credit Card,Returned to Seller
ORD024924,CUST03580,2026-07-20,3263.89,Home & Kitchen,UPI,Returned to Seller
ORD024925,CUST03580,2026-02-04,36655.2,Electronics,Credit Card,Delivered
ORD024926,CUST03580,2026-05-03,493.2,Books,UPI,Delivered
ORD024927,CUST03581,2026-07-03,1061.7,Accessories,COD,Delivered
ORD024928,CUST03581,2026-07-29,3238.2,Accessories,Debit Card,Delivered
ORD024929,CUST03581,2026-07-21,3781.47,Sports,Net Banking,Delivered
ORD024930,CUST03582,2026-06-06,3057.23,Footwear,COD,Cancelled
ORD024931,CUST03582,2026-05-18,11824.89,Electronics,UPI,Delivered
ORD024932,CUST03582,2026-07-15,683.73,Accessories,UPI,Cancelled
ORD024933,CUST03582,2026-05-30,1180.3,Accessories,COD,Delivered
ORD024934,CUST03582,2026-05-23,728.06,Beauty,Credit Card,Delivered
ORD024935,CUST03583,2026-02-04,2173.33,Sports,Credit Card,Delivered
ORD024936,CUST03583,2026-04-19,439.19,Books,Credit Card,Delivered
ORD024937,CUST03583,2026-05-01,2971.43,Footwear,Credit Card,Delivered
ORD024938,CUST03584,2026-01-29,5560.55,Home & Kitchen,UPI,Delivered
ORD024939,CUST03584,2026-01-27,2161.49,Sports,COD,Delivered
ORD024940,CUST03584,2026-04-08,3313.58,Clothing,COD,Delivered
ORD024941,CUST03584,2026-05-03,9563.18,Home & Kitchen,Credit Card,Delivered
ORD024942,CUST03584,2026-07-10,3339.85,Sports,Wallet,Cancelled
ORD024943,CUST03584,2026-07-25,6491.55,Home & Kitchen,Wallet,Cancelled
ORD024944,CUST03584,2026-05-09,783.52,Books,UPI,Returned to Seller
ORD024945,CUST03585,2026-04-03,1971.25,Accessories,Wallet,Delivered
ORD024946,CUST03585,2026-08-25,4525.92,Clothing,Net Banking,Delivered
ORD024947,CUST03585,2026-07-02,1239.95,Clothing,COD,Delivered
ORD024948,CUST03585,2026-03-27,2253.61,Footwear,Credit Card,Delivered
ORD024949,CUST03585,2026-07-20,2992.56,Sports,Debit Card,Delivered
ORD024950,CUST03585,2026-07-27,249.39,Books,UPI,Delivered
ORD024951,CUST03585,2026-05-11,2210.72,Sports,UPI,Returned to Seller
ORD024952,CUST03585,2026-06-08,1994.94,Accessories,Debit Card,Delivered
ORD024953,CUST03586,2026-07-09,712.95,Books,UPI,Delivered
ORD024954,CUST03586,2026-07-16,2989.11,Clothing,Credit Card,Delivered
ORD024955,CUST03586,2026-08-14,1387.97,Clothing,Debit Card,Delivered
ORD024956,CUST03586,2026-01-13,5942.17,Sports,Debit Card,Delivered
ORD024957,CUST03586,2026-04-16,2434.97,Clothing,UPI,Delivered
ORD024958,CUST03586,2026-03-26,1028.39,Footwear,Credit Card,Delivered
ORD024959,CUST03586,2026-03-24,4955.6,Home & Kitchen,Credit Card,Returned to Seller
ORD024960,CUST03586,2026-07-06,332.82,Books,UPI,Delivered
ORD024961,CUST03586,2026-03-11,19711.39,Electronics,COD,Delivered
ORD024962,CUST03586,2026-06-04,2157.73,Sports,Credit Card,Delivered
ORD024963,CUST03586,2026-06-29,2974.66,Sports,COD,Delivered
ORD024964,CUST03587,2026-01-30,3550.41,Footwear,Net Banking,Delivered
ORD024965,CUST03587,2026-04-23,1470.96,Accessories,COD,Delivered
ORD024966,CUST03587,2026-05-08,1006.46,Beauty,Debit Card,Delivered
ORD024967,CUST03587,2026-07-03,14097.24,Electronics,UPI,Delivered
ORD024968,CUST03588,2026-08-21,3295.63,Sports,UPI,Returned to Seller
ORD024969,CUST03588,2026-07-04,3233.06,Sports,Credit Card,Delivered
ORD024970,CUST03588,2026-06-12,20040.48,Electronics,UPI,Delivered
ORD024971,CUST03588,2026-04-01,672.02,Beauty,UPI,Delivered
ORD024972,CUST03588,2026-03-30,1000.43,Clothing,Net Banking,Delivered
ORD024973,CUST03589,2026-04-28,1305.03,Accessories,Credit Card,Cancelled
ORD024974,CUST03589,2026-06-07,4520.33,Home & Kitchen,COD,Delivered
ORD024975,CUST03589,2026-08-15,2761.0,Home & Kitchen,COD,Delivered
ORD024976,CUST03590,2026-07-16,1058.86,Accessories,UPI,Delivered
ORD024977,CUST03590,2026-06-06,1268.35,Clothing,Net Banking,Delivered
ORD024978,CUST03590,2026-04-12,1220.19,Sports,Debit Card,Delivered
ORD024979,CUST03590,2026-04-13,1826.54,Clothing,Credit Card,Delivered
ORD024980,CUST03590,2026-08-11,1814.39,Sports,UPI,Delivered
ORD024981,CUST03591,2026-05-02,24031.75,Electronics,Credit Card,Delivered
ORD024982,CUST03591,2026-05-09,2893.53,Clothing,UPI,Cancelled
ORD024983,CUST03591,2026-06-08,522.8,Accessories,UPI,Delivered
ORD024984,CUST03591,2026-07-31,1572.84,Clothing,COD,Delivered
ORD024985,CUST03591,2026-06-17,858.64,Accessories,Credit Card,Delivered
ORD024986,CUST03591,2026-06-07,457.71,Books,UPI,Delivered
ORD024987,CUST03591,2026-06-02,2777.03,Beauty,Net Banking,Delivered
ORD024988,CUST03591,2026-06-16,1818.7,Sports,COD,Delivered
ORD024989,CUST03592,2026-06-27,1546.81,Footwear,Debit Card,Delivered
ORD024990,CUST03592,2026-07-16,1815.15,Accessories,UPI,Delivered
ORD024991,CUST03592,2026-07-17,1221.86,Sports,Wallet,Delivered
ORD024992,CUST03592,2026-08-26,1400.82,Home & Kitchen,Wallet,In Transit
ORD024993,CUST03592,2026-05-25,1584.04,Accessories,Credit Card,Cancelled
ORD024994,CUST03593,2026-05-11,4581.35,Clothing,COD,Delivered
ORD024995,CUST03593,2026-04-04,9412.09,Home & Kitchen,COD,Delivered
ORD024996,CUST03593,2026-08-27,3077.48,Home & Kitchen,Debit Card,Delivered
ORD024997,CUST03593,2026-01-12,1551.96,Accessories,Debit Card,Delivered
ORD024998,CUST03593,2026-03-28,2908.31,Footwear,Debit Card,Returned to Seller
ORD024999,CUST03593,2026-04-21,11816.49,Electronics,Credit Card,Delivered
ORD025000,CUST03593,2026-03-01,1932.44,Home & Kitchen,Wallet,Delivered
ORD025001,CUST03594,2026-04-05,18893.66,Electronics,Debit Card,Delivered
ORD025002,CUST03594,2026-08-04,1907.33,Footwear,COD,Delivered
ORD025003,CUST03594,2026-07-16,717.73,Accessories,Credit Card,Delivered
ORD025004,CUST03594,2026-08-13,375.8,Books,COD,Cancelled
ORD025005,CUST03594,2026-02-01,434.71,Books,UPI,Delivered
ORD025006,CUST03594,2026-03-28,3125.99,Footwear,Wallet,Delivered
ORD025007,CUST03594,2026-02-23,627.75,Beauty,COD,Delivered
ORD025008,CUST03595,2026-06-18,990.86,Accessories,Wallet,Delivered
ORD025009,CUST03595,2026-03-28,749.89,Beauty,Debit Card,Delivered
ORD025010,CUST03595,2026-04-07,10291.47,Home & Kitchen,UPI,Cancelled
ORD025011,CUST03595,2026-06-05,3815.66,Home & Kitchen,UPI,Delivered
ORD025012,CUST03596,2026-01-24,3391.28,Home & Kitchen,Wallet,Delivered
ORD025013,CUST03596,2026-08-23,1733.9,Sports,Debit Card,Delivered
ORD025014,CUST03596,2026-08-14,2134.09,Home & Kitchen,Credit Card,Delivered
ORD025015,CUST03596,2026-08-31,261.32,Books,UPI,In Transit
ORD025016,CUST03596,2026-03-04,1899.81,Clothing,UPI,Delivered
ORD025017,CUST03596,2026-04-23,1671.54,Beauty,UPI,Delivered
ORD025018,CUST03597,2026-05-13,20405.48,Electronics,COD,Delivered
ORD025019,CUST03597,2026-08-31,8995.27,Electronics,UPI,Delivered
ORD025020,CUST03597,2026-07-26,332.52,Accessories,UPI,Delivered
ORD025021,CUST03597,2026-08-17,2304.34,Clothing,UPI,Delivered
ORD025022,CUST03597,2026-03-13,17985.78,Electronics,UPI,Delivered
ORD025023,CUST03597,2026-06-11,1144.3,Accessories,COD,Delivered
ORD025024,CUST03597,2026-03-11,1173.85,Beauty,COD,Delivered
ORD025025,CUST03598,2026-08-12,12000.0,Home & Kitchen,UPI,Delivered
ORD025026,CUST03598,2026-04-07,14453.84,Electronics,UPI,Delivered
ORD025027,CUST03598,2026-03-31,237.58,Books,UPI,Delivered
ORD025028,CUST03598,2026-01-30,442.16,Beauty,COD,Delivered
ORD025029,CUST03598,2026-06-19,1957.13,Clothing,Credit Card,Delivered
ORD025030,CUST03599,2026-05-20,2812.9,Sports,Credit Card,Delivered
ORD025031,CUST03599,2026-03-11,2233.64,Accessories,UPI,Delivered
ORD025032,CUST03599,2026-08-10,605.33,Books,Credit Card,In Transit
ORD025033,CUST03599,2026-08-15,1236.23,Beauty,UPI,Delivered
ORD025034,CUST03599,2026-07-29,2091.7,Clothing,UPI,Returned to Seller
ORD025035,CUST03599,2026-07-16,2651.31,Home & Kitchen,Debit Card,Delivered
ORD025036,CUST03600,2026-08-31,24736.76,Electronics,Debit Card,In Transit
ORD025037,CUST03600,2026-05-13,1345.53,Clothing,UPI,Delivered
ORD025038,CUST03600,2026-04-10,1612.97,Clothing,Debit Card,Delivered
ORD025039,CUST03600,2026-01-09,422.25,Books,Credit Card,Delivered
ORD025040,CUST03600,2026-04-21,1649.94,Footwear,Wallet,Returned to Seller
ORD025041,CUST03601,2026-05-08,7131.44,Home & Kitchen,COD,Delivered
ORD025042,CUST03601,2026-06-08,3224.28,Clothing,COD,Delivered
ORD025043,CUST03601,2026-07-05,3107.59,Clothing,Credit Card,Delivered
ORD025044,CUST03601,2026-01-30,1422.5,Accessories,Net Banking,Delivered
ORD025045,CUST03601,2026-06-26,11659.65,Electronics,Net Banking,Delivered
ORD025046,CUST03602,2026-08-11,321.77,Books,COD,Delivered
ORD025047,CUST03602,2026-08-25,1039.25,Books,Credit Card,Delivered
ORD025048,CUST03602,2026-02-17,1613.94,Accessories,UPI,Delivered
ORD025049,CUST03602,2026-04-24,1553.22,Footwear,UPI,Delivered
ORD025050,CUST03602,2026-06-04,2532.58,Clothing,Wallet,Delivered
ORD025051,CUST03602,2026-05-09,1262.4,Accessories,Credit Card,Delivered
ORD025052,CUST03603,2026-07-23,1516.22,Beauty,Credit Card,Delivered
ORD025053,CUST03603,2026-04-30,2960.69,Clothing,UPI,Cancelled
ORD025054,CUST03603,2026-07-19,11682.56,Electronics,Credit Card,Delivered
ORD025055,CUST03603,2026-08-09,8232.16,Electronics,Net Banking,Cancelled
ORD025056,CUST03603,2026-08-06,1864.96,Clothing,Credit Card,Delivered
ORD025057,CUST03603,2026-07-10,4425.38,Footwear,Net Banking,Delivered
ORD025058,CUST03603,2026-06-14,2845.26,Clothing,Debit Card,Delivered
ORD025059,CUST03603,2026-07-14,19803.86,Electronics,COD,Delivered
ORD025060,CUST03603,2026-08-02,377.18,Beauty,Debit Card,Delivered
ORD025061,CUST03603,2026-04-29,17846.58,Electronics,Debit Card,Delivered
ORD025062,CUST03603,2026-06-24,2994.37,Clothing,COD,Delivered
ORD025063,CUST03603,2026-06-28,17586.44,Electronics,Debit Card,Delivered
ORD025064,CUST03603,2026-06-04,2815.99,Footwear,Net Banking,Returned to Seller
ORD025065,CUST03603,2026-08-08,2019.34,Beauty,Credit Card,Delivered
ORD025066,CUST03603,2026-07-19,16911.13,Electronics,UPI,Delivered
ORD025067,CUST03604,2026-08-11,1213.25,Footwear,COD,Delivered
ORD025068,CUST03604,2026-08-25,2411.91,Home & Kitchen,UPI,Delivered
ORD025069,CUST03604,2026-07-26,3007.14,Clothing,UPI,Delivered
ORD025070,CUST03604,2026-08-04,961.67,Sports,UPI,Delivered
ORD025071,CUST03604,2026-07-13,2400.7,Clothing,Wallet,Delivered
ORD025072,CUST03604,2026-08-09,18348.52,Electronics,Net Banking,Delivered
ORD025073,CUST03604,2026-07-25,1149.9,Sports,UPI,Delivered
ORD025074,CUST03604,2026-07-30,2653.01,Sports,Credit Card,Delivered
ORD025075,CUST03604,2026-07-19,2388.63,Clothing,Credit Card,Delivered
ORD025076,CUST03604,2026-06-24,2302.06,Accessories,COD,Delivered
ORD025077,CUST03604,2026-08-14,4593.44,Footwear,Credit Card,Delivered
ORD025078,CUST03604,2026-08-20,2049.64,Clothing,UPI,Delivered
ORD025079,CUST03604,2026-08-06,879.32,Clothing,UPI,Delivered
ORD025080,CUST03604,2026-07-20,1264.0,Footwear,Credit Card,Delivered
ORD025081,CUST03605,2026-08-16,2565.55,Beauty,Debit Card,Delivered
ORD025082,CUST03605,2026-02-24,2465.83,Footwear,UPI,Delivered
ORD025083,CUST03605,2026-07-15,19039.17,Electronics,Credit Card,Delivered
ORD025084,CUST03606,2026-03-27,1070.78,Books,Debit Card,Delivered
ORD025085,CUST03606,2026-05-16,285.4,Books,COD,Delivered
ORD025086,CUST03606,2026-06-14,1538.9,Accessories,COD,Delivered
ORD025087,CUST03606,2026-03-18,6682.16,Home & Kitchen,UPI,Cancelled
ORD025088,CUST03606,2026-08-04,1031.28,Accessories,Wallet,Delivered
ORD025089,CUST03607,2026-07-16,14125.28,Electronics,Wallet,Delivered
ORD025090,CUST03607,2026-07-17,1953.86,Footwear,Credit Card,Delivered
ORD025091,CUST03607,2026-07-08,1379.93,Accessories,Credit Card,Returned to Seller
ORD025092,CUST03607,2026-07-09,1375.22,Clothing,UPI,Delivered
ORD025093,CUST03607,2026-07-20,1288.94,Accessories,Debit Card,Delivered
ORD025094,CUST03607,2026-04-15,792.46,Beauty,UPI,Delivered
ORD025095,CUST03607,2026-01-03,2963.57,Sports,Wallet,Delivered
ORD025096,CUST03607,2026-08-17,2081.29,Footwear,Credit Card,Delivered
ORD025097,CUST03607,2026-05-30,3350.44,Home & Kitchen,Credit Card,Delivered
ORD025098,CUST03607,2026-06-24,27642.56,Electronics,COD,Delivered
ORD025099,CUST03607,2026-05-19,28520.47,Electronics,Wallet,Delivered
ORD025100,CUST03607,2026-08-21,18144.1,Electronics,COD,Delivered
ORD025101,CUST03607,2026-05-27,810.65,Clothing,Net Banking,Delivered
ORD025102,CUST03608,2026-05-17,324.59,Books,Debit Card,Delivered
ORD025103,CUST03608,2026-08-26,13965.72,Electronics,Credit Card,Cancelled
ORD025104,CUST03608,2026-08-08,409.92,Clothing,Net Banking,Delivered
ORD025105,CUST03608,2026-05-30,13574.47,Electronics,Credit Card,Delivered
ORD025106,CUST03608,2026-07-14,13804.84,Electronics,Debit Card,Delivered
ORD025107,CUST03608,2026-07-01,3425.41,Clothing,Credit Card,Delivered
ORD025108,CUST03608,2026-06-28,712.93,Beauty,UPI,Delivered
ORD025109,CUST03608,2026-07-29,707.7,Clothing,Credit Card,Delivered
ORD025110,CUST03608,2026-06-23,3807.41,Sports,Debit Card,Delivered
ORD025111,CUST03608,2026-07-17,25316.36,Electronics,Net Banking,Delivered
ORD025112,CUST03609,2026-08-03,3796.65,Sports,UPI,Delivered
ORD025113,CUST03609,2026-06-16,3009.15,Home & Kitchen,Net Banking,Delivered
ORD025114,CUST03609,2026-01-14,21543.4,Electronics,Credit Card,Delivered
ORD025115,CUST03609,2026-07-04,10273.39,Electronics,Debit Card,Delivered
ORD025116,CUST03610,2026-01-06,1818.4,Beauty,Credit Card,Delivered
ORD025117,CUST03610,2026-03-31,1162.35,Sports,Credit Card,Delivered
ORD025118,CUST03610,2026-07-13,1728.27,Sports,Credit Card,Delivered
ORD025119,CUST03610,2026-06-25,1897.27,Clothing,Credit Card,Delivered
ORD025120,CUST03610,2026-06-30,3370.94,Sports,Debit Card,Delivered
ORD025121,CUST03610,2026-03-24,4695.4,Home & Kitchen,UPI,Delivered
ORD025122,CUST03610,2026-06-22,1572.66,Accessories,UPI,Delivered
ORD025123,CUST03611,2026-08-30,1467.74,Beauty,UPI,Delivered
ORD025124,CUST03611,2026-05-22,427.61,Books,Credit Card,Delivered
ORD025125,CUST03611,2026-01-19,43212.26,Electronics,Debit Card,Cancelled
ORD025126,CUST03611,2026-03-02,1105.04,Home & Kitchen,UPI,Delivered
ORD025127,CUST03611,2026-08-04,9175.17,Home & Kitchen,Debit Card,Delivered
ORD025128,CUST03611,2026-03-18,1125.64,Beauty,UPI,Cancelled
ORD025129,CUST03612,2026-08-07,24450.77,Electronics,Wallet,Delivered
ORD025130,CUST03612,2026-08-11,5897.63,Footwear,Credit Card,Returned to Seller
ORD025131,CUST03612,2026-02-03,892.85,Footwear,Debit Card,Delivered
ORD025132,CUST03612,2026-06-12,1047.09,Clothing,UPI,Delivered
ORD025133,CUST03612,2026-01-15,3154.82,Home & Kitchen,Net Banking,Returned to Seller
ORD025134,CUST03613,2026-05-31,2220.61,Footwear,UPI,Delivered
ORD025135,CUST03613,2026-04-02,8982.07,Electronics,Net Banking,Delivered
ORD025136,CUST03613,2026-05-09,806.61,Accessories,Credit Card,Delivered
ORD025137,CUST03613,2026-05-23,2842.66,Sports,Credit Card,Delivered
ORD025138,CUST03613,2026-03-13,2495.09,Clothing,COD,Delivered
ORD025139,CUST03613,2026-08-05,18758.53,Electronics,Debit Card,Delivered
ORD025140,CUST03614,2026-06-23,819.36,Beauty,COD,Delivered
ORD025141,CUST03614,2026-07-24,5136.11,Home & Kitchen,UPI,Delivered
ORD025142,CUST03614,2026-06-26,4941.92,Home & Kitchen,Wallet,Delivered
ORD025143,CUST03614,2026-07-15,1195.19,Accessories,UPI,Delivered
ORD025144,CUST03615,2026-01-10,781.7,Books,Wallet,Delivered
ORD025145,CUST03615,2026-07-12,2290.53,Sports,Debit Card,Delivered
ORD025146,CUST03615,2026-05-26,3614.43,Home & Kitchen,Credit Card,Delivered
ORD025147,CUST03615,2026-04-05,2905.7,Footwear,UPI,Delivered
ORD025148,CUST03615,2026-03-03,330.98,Books,UPI,Delivered
ORD025149,CUST03615,2026-02-12,958.0,Beauty,Debit Card,Returned to Seller
ORD025150,CUST03615,2026-01-10,1259.45,Footwear,Net Banking,Delivered
ORD025151,CUST03615,2026-02-08,3613.57,Home & Kitchen,UPI,Delivered
ORD025152,CUST03616,2026-04-11,2601.72,Home & Kitchen,Debit Card,Delivered
ORD025153,CUST03616,2026-03-27,1368.25,Beauty,Debit Card,Delivered
ORD025154,CUST03616,2026-08-22,2281.75,Sports,UPI,Delivered
ORD025155,CUST03616,2026-06-24,2648.38,Footwear,UPI,Delivered
ORD025156,CUST03616,2026-07-29,50295.09,Electronics,UPI,Delivered
ORD025157,CUST03616,2026-08-18,3129.1,Footwear,Debit Card,Delivered
ORD025158,CUST03616,2026-04-22,1241.32,Beauty,UPI,Delivered
ORD025159,CUST03616,2026-04-06,4070.14,Clothing,UPI,Delivered
ORD025160,CUST03616,2026-01-30,1636.79,Clothing,Credit Card,Delivered
ORD025161,CUST03617,2026-04-30,1268.42,Accessories,Debit Card,Returned to Seller
ORD025162,CUST03617,2026-06-18,1584.33,Clothing,COD,Delivered
ORD025163,CUST03617,2026-07-13,1764.97,Footwear,COD,Delivered
ORD025164,CUST03617,2026-02-07,30237.45,Electronics,COD,Returned to Seller
ORD025165,CUST03617,2026-07-18,5126.6,Clothing,Debit Card,In Transit
ORD025166,CUST03617,2026-06-14,612.57,Books,Wallet,Delivered
ORD025167,CUST03617,2026-04-22,763.48,Accessories,Wallet,Delivered
ORD025168,CUST03617,2026-03-13,957.23,Beauty,UPI,Delivered
ORD025169,CUST03618,2026-05-07,1859.98,Sports,Wallet,Delivered
ORD025170,CUST03618,2026-02-23,4901.92,Footwear,Credit Card,Delivered
ORD025171,CUST03618,2026-07-27,1016.38,Beauty,Wallet,Cancelled
ORD025172,CUST03618,2026-04-09,2579.55,Clothing,Credit Card,Delivered
ORD025173,CUST03618,2026-01-22,4297.45,Clothing,Credit Card,Delivered
ORD025174,CUST03619,2026-07-12,861.67,Accessories,Debit Card,Delivered
ORD025175,CUST03619,2026-07-10,9653.14,Electronics,COD,Delivered
ORD025176,CUST03619,2026-03-03,906.54,Sports,Net Banking,Delivered
ORD025177,CUST03619,2026-04-08,1832.62,Footwear,Debit Card,Returned to Seller
ORD025178,CUST03619,2026-07-09,2187.95,Clothing,Credit Card,Delivered
ORD025179,CUST03620,2026-05-01,1221.47,Clothing,COD,Cancelled
ORD025180,CUST03620,2026-01-20,6464.37,Home & Kitchen,Credit Card,Delivered
ORD025181,CUST03620,2026-05-04,665.39,Books,UPI,Delivered
ORD025182,CUST03621,2026-06-12,1088.41,Clothing,UPI,Delivered
ORD025183,CUST03621,2026-04-10,3178.97,Accessories,COD,Delivered
ORD025184,CUST03621,2026-02-27,3855.71,Footwear,COD,Delivered
ORD025185,CUST03621,2026-01-20,6658.09,Electronics,UPI,Delivered
ORD025186,CUST03621,2026-05-16,1120.01,Beauty,Credit Card,Delivered
ORD025187,CUST03621,2026-08-14,1086.88,Beauty,Debit Card,Delivered
ORD025188,CUST03621,2026-07-13,851.31,Footwear,COD,Delivered
ORD025189,CUST03621,2026-03-06,1636.12,Accessories,Credit Card,Delivered
ORD025190,CUST03621,2026-08-11,2510.94,Home & Kitchen,UPI,Delivered
ORD025191,CUST03621,2026-05-09,902.05,Books,UPI,Delivered
ORD025192,CUST03622,2026-06-13,2954.34,Home & Kitchen,UPI,Delivered
ORD025193,CUST03622,2026-05-02,1591.59,Home & Kitchen,Debit Card,In Transit
ORD025194,CUST03622,2026-07-18,14569.77,Electronics,Wallet,Delivered
ORD025195,CUST03623,2026-04-12,23063.02,Electronics,COD,Delivered
ORD025196,CUST03623,2026-04-06,2224.78,Footwear,Credit Card,Delivered
ORD025197,CUST03623,2026-03-26,2940.7,Accessories,COD,Delivered
ORD025198,CUST03623,2026-07-02,4218.54,Home & Kitchen,COD,Delivered
ORD025199,CUST03623,2026-01-27,18892.24,Electronics,Credit Card,Delivered
ORD025200,CUST03623,2026-04-01,21090.28,Electronics,UPI,Delivered
ORD025201,CUST03623,2026-08-11,22582.57,Electronics,Debit Card,Delivered
ORD025202,CUST03623,2026-08-25,9380.18,Electronics,Wallet,Delivered
ORD025203,CUST03623,2026-01-19,2040.1,Clothing,COD,Delivered
ORD025204,CUST03624,2026-05-14,4961.73,Clothing,COD,Delivered
ORD025205,CUST03624,2026-07-01,1224.74,Clothing,Net Banking,Delivered
ORD025206,CUST03624,2026-07-19,290.62,Books,Credit Card,Delivered
ORD025207,CUST03624,2026-02-16,21516.08,Electronics,Wallet,Delivered
ORD025208,CUST03624,2026-06-05,1356.35,Home & Kitchen,Credit Card,Delivered
ORD025209,CUST03625,2026-08-05,1827.61,Accessories,UPI,Delivered
ORD025210,CUST03625,2026-07-25,3937.65,Footwear,UPI,Delivered
ORD025211,CUST03625,2026-07-21,1976.62,Beauty,Credit Card,Delivered
ORD025212,CUST03625,2026-07-24,484.36,Accessories,COD,Delivered
ORD025213,CUST03625,2026-08-05,7135.0,Electronics,UPI,Delivered
ORD025214,CUST03625,2026-07-29,14138.02,Electronics,UPI,Delivered
ORD025215,CUST03625,2026-08-05,2777.28,Sports,Debit Card,Delivered
ORD025216,CUST03625,2026-07-28,1914.78,Accessories,Debit Card,Delivered
ORD025217,CUST03625,2026-05-12,11580.21,Electronics,COD,Returned to Seller
ORD025218,CUST03625,2026-06-08,25681.53,Electronics,UPI,Delivered
ORD025219,CUST03625,2026-08-20,653.03,Beauty,Credit Card,Delivered
ORD025220,CUST03625,2026-06-16,1168.8,Accessories,COD,Delivered
ORD025221,CUST03625,2026-08-21,818.25,Accessories,Net Banking,Delivered
ORD025222,CUST03625,2026-05-04,26856.6,Electronics,Debit Card,Delivered
ORD025223,CUST03626,2026-01-10,2656.9,Clothing,UPI,Delivered
ORD025224,CUST03626,2026-02-12,1128.23,Footwear,Credit Card,Delivered
ORD025225,CUST03626,2026-01-15,15473.24,Electronics,UPI,Delivered
ORD025226,CUST03626,2026-08-08,278.17,Books,Credit Card,Delivered
ORD025227,CUST03626,2026-02-07,992.88,Accessories,Debit Card,Delivered
ORD025228,CUST03626,2026-08-25,4039.54,Footwear,Net Banking,Delivered
ORD025229,CUST03626,2026-04-04,703.95,Accessories,Net Banking,Delivered
ORD025230,CUST03626,2026-06-29,5289.83,Home & Kitchen,UPI,Delivered
ORD025231,CUST03627,2026-08-15,1431.38,Accessories,Net Banking,Delivered
ORD025232,CUST03627,2026-05-18,800.02,Accessories,Net Banking,Cancelled
ORD025233,CUST03627,2026-04-10,3774.81,Home & Kitchen,Debit Card,Delivered
ORD025234,CUST03627,2026-08-15,4310.05,Sports,COD,Delivered
ORD025235,CUST03627,2026-04-19,3213.42,Footwear,UPI,Delivered
ORD025236,CUST03628,2026-05-04,4355.07,Home & Kitchen,UPI,Delivered
ORD025237,CUST03628,2026-08-23,3854.61,Clothing,Credit Card,Delivered
ORD025238,CUST03628,2026-03-10,503.41,Books,UPI,Delivered
ORD025239,CUST03628,2026-05-11,1973.55,Clothing,UPI,Delivered
ORD025240,CUST03628,2026-03-31,8799.08,Electronics,UPI,Delivered
ORD025241,CUST03628,2026-05-18,2094.62,Footwear,Wallet,Delivered
ORD025242,CUST03628,2026-07-14,9151.06,Home & Kitchen,Debit Card,Delivered
ORD025243,CUST03628,2026-05-10,1413.25,Clothing,Debit Card,Delivered
ORD025244,CUST03629,2026-01-10,5897.44,Electronics,Credit Card,Delivered
ORD025245,CUST03629,2026-03-10,887.8,Accessories,Debit Card,Delivered
ORD025246,CUST03629,2026-06-01,304.86,Books,Debit Card,Delivered
ORD025247,CUST03629,2026-03-01,765.51,Beauty,UPI,Delivered
ORD025248,CUST03629,2026-04-06,1949.56,Clothing,Credit Card,Delivered
ORD025249,CUST03630,2026-02-11,1565.29,Clothing,COD,Delivered
ORD025250,CUST03630,2026-02-04,11154.24,Electronics,UPI,Delivered
ORD025251,CUST03630,2026-02-16,4851.87,Home & Kitchen,Net Banking,In Transit
ORD025252,CUST03630,2026-02-07,11719.19,Electronics,UPI,Delivered
ORD025253,CUST03630,2026-02-11,4488.92,Sports,COD,Returned to Seller
ORD025254,CUST03630,2026-02-14,32651.1,Electronics,COD,Delivered
ORD025255,CUST03630,2026-02-16,1044.45,Sports,Net Banking,Delivered
ORD025256,CUST03630,2026-02-14,3404.81,Home & Kitchen,Credit Card,Delivered
ORD025257,CUST03630,2026-02-11,11881.09,Electronics,UPI,In Transit
ORD025258,CUST03630,2026-04-01,1892.65,Clothing,UPI,Delivered
ORD025259,CUST03630,2026-01-18,25240.71,Electronics,UPI,Delivered
ORD025260,CUST03630,2026-07-29,2310.64,Accessories,Credit Card,Delivered
ORD025261,CUST03630,2026-06-09,1385.99,Clothing,Net Banking,Delivered
ORD025262,CUST03630,2026-04-12,1595.99,Clothing,UPI,Delivered
ORD025263,CUST03630,2026-08-18,390.39,Books,UPI,In Transit
ORD025264,CUST03630,2026-06-07,19891.37,Electronics,COD,Delivered
ORD025265,CUST03631,2026-01-31,2826.79,Sports,COD,Delivered
ORD025266,CUST03631,2026-04-07,3512.85,Home & Kitchen,Debit Card,Delivered
ORD025267,CUST03631,2026-06-18,2171.13,Home & Kitchen,UPI,Delivered
ORD025268,CUST03631,2026-08-13,2836.15,Home & Kitchen,Debit Card,Delivered
ORD025269,CUST03631,2026-03-24,2429.51,Clothing,COD,Delivered
ORD025270,CUST03631,2026-05-02,1695.63,Accessories,Debit Card,Returned to Seller
ORD025271,CUST03631,2026-04-09,1103.9,Clothing,Credit Card,Delivered
ORD025272,CUST03631,2026-01-13,11276.27,Electronics,Wallet,Delivered
ORD025273,CUST03632,2026-08-20,1746.34,Footwear,Credit Card,Delivered
